sent_id,sent,word_num,un_id,lemma,pos_tag,sense_key,sense_number,hom_type,hom_id,bert_sent
d123.s034,the photochemical reaction cells consisted of 10 mm. i.d. pyrex tubing 5.5 cm. long diffraction effects being minimized by the fact that the light passed through only liquid glass interfaces and not gas glass interfaces,22,semcor.d123.s034.t012,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,cm. long diffraction effects being minimized by the fact that the light passed through only liquid glass interfaces and not
d123.s037,two types of light source were used a thousand watt projection lamp and an ah6 high pressure mercury arc,3,semcor.d123.s037.t002,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,two types of light source were used a thousand watt projection lamp and
d123.s038,the light was filtered by the soft glass window of the thermostat thus ensuring that only light absorbed by the chlorine and not by the carbon tetrachloride could enter the reaction cell,1,semcor.d123.s038.t000,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,the light was filtered by the soft glass window of the
d123.s038,the light was filtered by the soft glass window of the thermostat thus ensuring that only light absorbed by the chlorine and not by the carbon tetrachloride could enter the reaction cell,15,semcor.d123.s038.t008,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,the soft glass window of the thermostat thus ensuring that only light absorbed by the chlorine and not by the
d123.s039,relative incident light intensities were measured with a thermopile potentiometer system,2,semcor.d123.s039.t002,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,relative incident light intensities were measured with a thermopile potentiometer system
d123.s040,changes of intensity on the cell were achieved by use of a wire screen and by varying the distance of the light source from the cell,21,semcor.d123.s040.t009,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,a wire screen and by varying the distance of the light source from the cell
d123.s059,some 80 reaction tubes from 13 manifold fillings were illuminated in the temperature range from 40 to 85 in a further endeavor to determine the cause of the irreproducibility and to obtain information on the activation energy and the effect of light intensity,40,semcor.d123.s059.t018,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,to obtain information on the activation energy and the effect of light intensity
d123.s061,by comparing reaction cells sealed from the same manifold temperature dependency corresponding to activation energies ranging from 11 to 18 f was observed while dependence on the first power of the light intensity seemed to be indicated in most cases,30,semcor.d123.s061.t017,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,f was observed while dependence on the first power of the light intensity seemed to be indicated in most cases
d123.s062,it was possible to make estimates of the quantum yield by observing the extent of reduction of a uranyl oxalate actinometer solution illuminated for a known time in a typical reaction cell and making appropriate conversions based on the differences in the absorption spectra of uranyl oxalate and of chlorine and considering the spectral distribution of the light source,54,semcor.d123.s062.t027,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,of uranyl oxalate and of chlorine and considering the spectral distribution of the light source
d123.s067,data on such comparisons together with data on the effect of light intensity are given in table /1,11,semcor.d123.s067.t004,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,on such comparisons together with data on the effect of light intensity are given in table /1
d123.s069,in series /1 the relative light intensity was varied by varying the distance of the lamp from the reaction cell over the range from 14.7 to 29.2 cm.,5,semcor.d123.s069.t002,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,in series /1 the relative light intensity was varied by varying the distance of the
d123.s070,the last column shows the rate of exchange that would have been observed at a relative intensity of 4 14.7 cm. distance calculated on the assumptions that the incident light intensity is inversely proportional to the square of the distance of the lamp from the cell and that the rate is directly proportional to the incident light intensity,29,semcor.d123.s070.t014,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,14.7 cm. distance calculated on the assumptions that the incident light intensity is inversely proportional to the square of the
d123.s070,the last column shows the rate of exchange that would have been observed at a relative intensity of 4 14.7 cm. distance calculated on the assumptions that the incident light intensity is inversely proportional to the square of the distance of the lamp from the cell and that the rate is directly proportional to the incident light intensity,56,semcor.d123.s070.t028,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,and that the rate is directly proportional to the incident light intensity
d123.s071,direct proportionality of the rate to the incident intensity has also been assumed in obtaining the value in the last column for the fourth sample of series /2 where the light intensity was reduced by use of a screen,30,semcor.d123.s071.t014,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,column for the fourth sample of series /2 where the light intensity was reduced by use of a screen
d124.s060,it was night on this hemisphere but the light blazed from the megalopolises of australia japan china southeast asia india siberia,8,semcor.d124.s060.t003,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,it was night on this hemisphere but the light blazed from the megalopolises of australia japan china southeast
d124.s076,and somewhere in that enormous light was his apartment,5,semcor.d124.s076.t002,light,NOUN,light%1:15:00::,light#n#1,100,light#n#1#100,and somewhere in that enormous light was his apartment
d127.s031,each frame comes between the light and the lens and is individually projected on the screen at the rate for silent movies of 16 frames per second and for sound films 24 frames per second,5,semcor.d127.s031.t002,light,NOUN,light%1:06:00::,light#n#1,100,light#n#1#100,each frame comes between the light and the lens and is individually projected on the
d143.s041,last year your tennessee williams told our dilys powell in a television program that it is the task of the playwright to throw light into the dark corners of the human heart,20,semcor.d143.s041.t009,light,NOUN,light%1:09:00::,light#n#1,100,light#n#1#100,a television program that it is the task of the playwright to throw light into the dark corners of the
d146.s041,now adam in the gray light of afternoon stared across at the hut opposite his tent and thought of simms purdew lying in there in the gloom snoring on his bunk with the fumes of whisky choking the air,5,semcor.d146.s041.t003,light,NOUN,light%1:07:01::,light#n#1,100,light#n#1#100,now adam in the gray light of afternoon stared across at the hut opposite his
d146.s051,the drizzle was slacking off now but the light was grayer,8,semcor.d146.s051.t002,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,the drizzle was slacking off now but the light was grayer
d151.s008,we have ample light when the sun sets the temperature of our homes is independent of the seasons we fly through the air although gravity pulls us down the range of our voice ignores distance,3,semcor.d151.s008.t002,light,NOUN,light%1:26:00::,light#n#1,100,light#n#1#100,we have ample light when the sun sets the temperature of our homes
d162.s045,mike liked having light up through the ripples it was a goodness beauty,3,semcor.d162.s045.t003,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,mike liked having light up through the ripples it was a goodness beauty
d163.s005,he knew just the thing for her a treatment from his cosmic light ozone generator &apos;&apos; machine,12,semcor.d163.s005.t005,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,just the thing for her a treatment from his cosmic light ozone generator &apos;&apos; machine
d173.s068,gladius dei &apos;&apos; 1902 resembles the way to the churchyard &apos;&apos; in its representation of a conflict between light and dark between life &apos;&apos; and a spirit of criticism negation melancholy but it goes considerably further in characterizing the elements of this conflict,18,semcor.d173.s068.t003,light,NOUN,light%1:26:01::,light#n#1,100,light#n#1#100,the churchyard &apos;&apos; in its representation of a conflict between light and dark between life &apos;&apos; and a spirit of
d177.s017,she looked at the girl speculatively from eyes which had paled with the years from the early evening lights of them which had first startled izaak to look at her in an uncousinly way they had faded to a near absence of color which had possibly from her constant looking at the water something of the light of the sea in them,18,semcor.d177.s017.t008,light,NOUN,light%1:07:01::,light#n#1,100,light#n#1#100,which had paled with the years from the early evening lights of them which had first startled izaak to look
d177.s017,she looked at the girl speculatively from eyes which had paled with the years from the early evening lights of them which had first startled izaak to look at her in an uncousinly way they had faded to a near absence of color which had possibly from her constant looking at the water something of the light of the sea in them,55,semcor.d177.s017.t023,light,NOUN,light%1:07:01::,light#n#1,100,light#n#1#100,possibly from her constant looking at the water something of the light of the sea in them
d177.s044,what hope lay in the nephews she asked the intensifying light out there with one married to a barren woman and the other divorced having sired two girl children with none to bear on the packard name,9,semcor.d177.s044.t005,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,what hope lay in the nephews she asked the intensifying light out there with one married to a barren
d177.s107,they were climbing the hill in the night when the headlights abruptly probed solid blackness became two parallel luminous tubes which broadened out into a faint mist of light and ended,28,semcor.d177.s107.t016,light,NOUN,light%1:19:00::,light#n#1,100,light#n#1#100,luminous tubes which broadened out into a faint mist of light and ended
d183.s113,apparently you were the light of their lives &apos;&apos;,4,semcor.d183.s113.t002,light,NOUN,light%1:18:00::,light#n#1,100,light#n#1#100,apparently you were the light of their lives &apos;&apos;
d006.s021,now i lay me down to sleep the gray-backs o &apos; er my body creep if they should bite before i wake i pray the lord their jaws to break &apos;&apos;,21,semcor.d006.s021.t006,wake,VERB,wake%2:29:01::,wake#v#2,100,wake#v#2#100,er my body creep if they should bite before i wake i pray the lord their jaws to break &apos;&apos;
d018.s123,mendoza did n&apos;t wake until nearly nine thirty,3,semcor.d018.s123.t001,wake,VERB,wake%2:29:01::,wake#v#2,100,wake#v#2#100,mendoza did n&apos;t wake until nearly nine thirty
d108.s029,he told me to wake you &apos;&apos;,4,semcor.d108.s029.t001,wake,VERB,wake%2:29:00::,wake#v#2,100,wake#v#2#100,he told me to wake you &apos;&apos;
d006.s033,a michigan soldier wrote his brother i am well at present with the exception i have got the dyerear and i hope thease few lines find you the same &apos;&apos;,8,semcor.d006.s033.t005,well,ADJ,well%3:00:01::,well#a#3,100,well#a#3#100,a michigan soldier wrote his brother i am well at present with the exception i have got the
d084.s103,fanny and mrs. godwin will probably be glad to hear that mary has safely recovered from a very favorable confinement and that her child is well &apos;&apos;,24,semcor.d084.s103.t014,well,ADJ,well%3:00:01::,well#a#3,100,well#a#3#100,recovered from a very favorable confinement and that her child is well &apos;&apos;
d006.s044,another reb writing under similar circumstances before atlanta reported the yankees keep shooting so i am afraid they will knock over my ink so i will close &apos;&apos;,25,semcor.d006.s044.t013,close,VERB,close%2:42:00::,close#v#2,200,close#v#2#200,am afraid they will knock over my ink so i will close &apos;&apos;
d022.s110,doors that won n&apos;t open and doors that won n&apos;t close and shelves and broken &apos;&apos;,10,semcor.d022.s110.t003,close,VERB,close%2:35:06::,close#v#2,200,close#v#2#200,doors that won n&apos;t open and doors that won n&apos;t close and shelves and broken &apos;&apos;
d091.s077,he must mentally pull the blinds and close the window so that all that existed was in the books before him,7,semcor.d091.s077.t003,close,VERB,close%2:35:00::,close#v#2,200,close#v#2#200,he must mentally pull the blinds and close the window so that all that existed was in
d146.s032,once covertly looking at simms purdew the only man in the world whom he hated he had seen the heavy slack bestubbled jaw open and close to emit the cruel obscene banter and had seen the pale blue eyes go watery with whisky and merriment and suddenly he was not seeing the face of that vile creature,24,semcor.d146.s032.t013,close,VERB,close%2:35:06::,close#v#2,200,close#v#2#200,hated he had seen the heavy slack bestubbled jaw open and close to emit the cruel obscene banter and had
d176.s034,allied arts then notified us that the kirov would cut short its los angeles booking fly here to open nov. 28 and close dec. 2,19,semcor.d176.s034.t011,close,VERB,close%2:41:00::,close#v#2,200,close#v#2#200,cut short its los angeles booking fly here to open nov. 28 and close dec. 2
d197.s078,the state will appeal but few think it will actually try to close the university,12,semcor.d197.s078.t003,close,VERB,close%2:41:00::,close#v#2,200,close#v#2#200,will appeal but few think it will actually try to close the university
d202.s014,in eight states whose fiscal years close on june 30 a majority of their cities close their fiscal year on december 31 georgia iowa kentucky maine maryland minnesota virginia and south carolina,6,semcor.d202.s014.t000,close,VERB,close%2:35:06::,close#v#2,200,close#v#2#200,in eight states whose fiscal years close on june 30 a majority of their cities close
d202.s014,in eight states whose fiscal years close on june 30 a majority of their cities close their fiscal year on december 31 georgia iowa kentucky maine maryland minnesota virginia and south carolina,15,semcor.d202.s014.t001,close,VERB,close%2:41:01::,close#v#2,200,close#v#2#200,years close on june 30 a majority of their cities close their fiscal year on december 31 georgia iowa kentucky
d202.s015,one state alabama closes its fiscal year on september 30 and all cities in the state with one exception also close fiscal years on september 30,3,semcor.d202.s015.t000,close,VERB,close%2:35:06::,close#v#2,200,close#v#2#200,one state alabama closes its fiscal year on september 30 and all cities
d202.s015,one state alabama closes its fiscal year on september 30 and all cities in the state with one exception also close fiscal years on september 30,20,semcor.d202.s015.t001,close,VERB,close%2:35:06::,close#v#2,200,close#v#2#200,and all cities in the state with one exception also close fiscal years on september 30
d202.s016,mississippi closes its fiscal year on june 30 while all of its cities close their fiscal years on september 30,1,semcor.d202.s016.t000,close,VERB,close%2:41:01::,close#v#2,200,close#v#2#200,mississippi closes its fiscal year on june 30 while all of
d202.s016,mississippi closes its fiscal year on june 30 while all of its cities close their fiscal years on september 30,13,semcor.d202.s016.t001,close,VERB,close%2:41:01::,close#v#2,200,close#v#2#200,fiscal year on june 30 while all of its cities close their fiscal years on september 30
d202.s018,all of its cities close their fiscal years on december 31,4,semcor.d202.s018.t000,close,VERB,close%2:41:01::,close#v#2,200,close#v#2#200,all of its cities close their fiscal years on december 31
d236.s068,washington county &apos;s 36 th annual fair will close saturday evening with 4 h and ffa awards program at 7 public dance at 8 and variety show at 8 30,8,semcor.d236.s068.t000,close,VERB,close%2:35:00::,close#v#2,200,close#v#2#200,washington county &apos;s 36 th annual fair will close saturday evening with 4 h and ffa awards program
d250.s004,but what quarter could a poor defenseless woman expect from a dictator who would even make so bold as to close all of the banks in our great nation,20,semcor.d250.s004.t002,close,VERB,close%2:41:00::,close#v#2,200,close#v#2#200,a dictator who would even make so bold as to close all of the banks in our great nation
d263.s002,it could n&apos;t close she said,3,semcor.d263.s002.t000,close,VERB,close%2:41:00::,close#v#2,200,close#v#2#200,it could n&apos;t close she said
d263.s011,is it so the cannery is going to close &apos;&apos;,8,semcor.d263.s011.t001,close,VERB,close%2:41:00::,close#v#2,200,close#v#2#200,is it so the cannery is going to close &apos;&apos;
d268.s011,if you are dreaming of a blue shimmering pool right outside your living room windows close your eyes firmly and fill in the picture with lots and lots of children damp towels squashed tubes of suntan oil and semi-inflated plastic toys,15,semcor.d268.s011.t001,close,VERB,close%2:35:00::,close#v#2,200,close#v#2#200,a blue shimmering pool right outside your living room windows close your eyes firmly and fill in the picture with
d268.s088,many hours of spring cleaning will be saved however if you remove the main drain grate when you close the pool season in the fall,18,semcor.d268.s088.t002,close,VERB,close%2:41:01::,close#v#2,200,close#v#2#200,however if you remove the main drain grate when you close the pool season in the fall
d269.s002,okay &apos;&apos; i said to the attendant i &apos;ll let you know if i close the deal on the office in this building &apos;&apos;,14,semcor.d269.s002.t003,close,VERB,close%2:32:05::,close#v#2,200,close#v#2#200,to the attendant i &apos;ll let you know if i close the deal on the office in this building &apos;&apos;
d279.s071,it latches when you close it so stay as long as you like &apos;&apos;,4,semcor.d279.s071.t001,close,VERB,close%2:35:00::,close#v#2,200,close#v#2#200,it latches when you close it so stay as long as you like &apos;&apos;
d279.s085,do n&apos;t forget to turn it off and close the door good so it &apos;ll latch &apos;&apos;,8,semcor.d279.s085.t002,close,VERB,close%2:35:00::,close#v#2,200,close#v#2#200,do n&apos;t forget to turn it off and close the door good so it &apos;ll latch &apos;&apos;
d323.s049,several people passed in the hall and stared as he slowly retreated trying to close the door a little and she slowly leaned toward him and raised her voice,14,semcor.d323.s049.t004,close,VERB,close%2:35:00::,close#v#2,200,close#v#2#200,the hall and stared as he slowly retreated trying to close the door a little and she slowly leaned toward
d323.s071,more people were passing he had to find some way to close this impossible conversation,11,semcor.d323.s071.t002,close,VERB,close%2:41:01::,close#v#2,200,close#v#2#200,people were passing he had to find some way to close this impossible conversation
d342.s069,but i do n&apos;t believe we should close the door on nonservice-connected patients,7,semcor.d342.s069.t001,close,VERB,close%2:35:00::,close#v#2,200,close#v#2#200,but i do n&apos;t believe we should close the door on nonservice-connected patients
d006.s069,an alabamian wrote col. henry is an ignoramus fit for nothing higher than the cultivation of corn &apos;&apos;,7,semcor.d006.s069.t005,fit,ADJ,fit%3:00:02::,fit#a#3,100,fit#a#3#100,an alabamian wrote col. henry is an ignoramus fit for nothing higher than the cultivation of corn
d006.s070,a floridian stated that his officers were not fit to tote guts to a bear &apos;&apos;,8,semcor.d006.s070.t005,fit,ADJ,fit%3:00:02::,fit#a#3,100,fit#a#3#100,a floridian stated that his officers were not fit to tote guts to a bear &apos;&apos;
d076.s012,why i &apos;m not fit to touch the hem of her garment &apos;&apos;,4,semcor.d076.s012.t002,fit,ADJ,fit%3:00:02::,fit#a#3,100,fit#a#3#100,why i &apos;m not fit to touch the hem of her garment &apos;&apos;
d170.s036,president kennedy has asked that we become a physically fit nation,8,semcor.d170.s036.t004,fit,ADJ,fit%3:00:01::,fit#a#3,100,fit#a#3#100,president kennedy has asked that we become a physically fit nation
d170.s038,to be fit one has to start early with young children and today the only person who really reaches such children is the teacher of dance,2,semcor.d170.s038.t001,fit,ADJ,fit%3:00:01::,fit#a#3,100,fit#a#3#100,to be fit one has to start early with young children and
d176.s076,also perhaps table-tennis and other indoor sports to keep them fit and contented,10,semcor.d176.s076.t007,fit,ADJ,fit%3:00:01::,fit#a#3,100,fit#a#3#100,also perhaps table-tennis and other indoor sports to keep them fit and contented
d006.s086,i insisted on takeing the field and prevailed thinking that i had better die by rebel bullets than by union quackery &apos;&apos;,11,semcor.d006.s086.t004,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,insisted on takeing the field and prevailed thinking that i had better die by rebel bullets than by union quackery
d019.s149,the holy father would die soon she said to carla so she could translate for sam although he had a brilliant doctor a man who did not need the assistance of those doctors offered by the great rulers of the world,3,semcor.d019.s149.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,the holy father would die soon she said to carla so she could
d019.s150,yes the pope could die and quickly be made a saint,4,semcor.d019.s150.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,yes the pope could die and quickly be made a saint
d025.s153,on that first day blanche literally thought she was going to die or at the very least go out of her mind,11,semcor.d025.s153.t005,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,that first day blanche literally thought she was going to die or at the very least go out of her
d042.s019,hoijer &apos;s athabascan and my yokuts share 71 identical meanings with allowance for several near synonyms like stomach belly big large long far many much die dead say speak,25,semcor.d042.s019.t018,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,synonyms like stomach belly big large long far many much die dead say speak
d050.s153,somehow more terrible than the certainty that he was about to die was the knowledge that lord would probably not suffer for it the murder would go unpunished,11,semcor.d050.s153.t005,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,more terrible than the certainty that he was about to die was the knowledge that lord would probably not suffer
d061.s037,but still mel chandler was not completely convinced that men would really die for a four syllable word garryowen &apos;&apos;,11,semcor.d061.s037.t008,die,VERB,die%2:39:00::,die#v#2,100,die#v#2#100,still mel chandler was not completely convinced that men would really die for a four syllable word garryowen &apos;&apos;
d096.s088,she would rather live in danger than die of loneliness and boredom,7,semcor.d096.s088.t003,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,she would rather live in danger than die of loneliness and boredom
d118.s005,even some of the queens will die before the winter is over falling prey to enemies or disease,6,semcor.d118.s005.t003,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,even some of the queens will die before the winter is over falling prey to enemies
d122.s102,will he die &apos;&apos;,2,semcor.d122.s102.t000,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,will he die &apos;&apos;
d124.s027,if i die i die because i willed it so,2,semcor.d124.s027.t000,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,if i die i die because i willed it so
d124.s027,if i die i die because i willed it so,4,semcor.d124.s027.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,if i die i die because i willed it so
d143.s008,comedy did n&apos;t die it just went crazy,3,semcor.d143.s008.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,comedy did n&apos;t die it just went crazy
d157.s072,resolved that while we most decidedly disapprove the methods he adopted to accomplish his objects yet in his willingness to die in aid of the great cause of human freedom we still recognize the qualities of a noble nature and the exercise of a spirit which true men have always admired and which history never fails to honor,20,semcor.d157.s072.t008,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,adopted to accomplish his objects yet in his willingness to die in aid of the great cause of human freedom
d163.s090,unfortunately &apos;&apos; says chief postal inspector david h. stephens who has prosecuted many device quacks the ghouls who trade on the hopes of the desperately ill often cannot be successfully prosecuted because the patients who are the chief witnesses die before the case is called up in court &apos;&apos;,34,semcor.d163.s090.t019,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,desperately ill often cannot be successfully prosecuted because the patients who are the chief witnesses die before the case is
d164.s018,they stopped expecting her to die the next minute but only in the next day or two,5,semcor.d164.s018.t002,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,they stopped expecting her to die the next minute but only in the next day
d164.s019,those who had driven hundreds of miles for the burial would not go home for she might die any time but they might as well unpack their suitcases for she might linger on,16,semcor.d164.s019.t006,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,miles for the burial would not go home for she might die any time but they might as well unpack
d173.s029,something of this can be learned from the way to the churchyard &apos;&apos; 1901 an anecdote about an old failure whose fit of anger at a passing cyclist causes him to die of a stroke or seizure,31,semcor.d173.s029.t008,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,fit of anger at a passing cyclist causes him to die of a stroke or seizure
d216.s086,gunny symbolized so much that was unpleasant tolley the indifference with which the fairbrothers and indeed the whole neighborhood now treated her and which she would die rather than acknowledge to her husband his lack of understanding and sympathy in her present condition her disgusting swollen stomach,26,semcor.d216.s086.t003,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,the whole neighborhood now treated her and which she would die rather than acknowledge to her husband his lack of
d216.s123,if he ever did such a thing again she &apos;d die of shame,10,semcor.d216.s123.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,if he ever did such a thing again she &apos;d die of shame
d226.s035,we can die too we can die like real people,2,semcor.d226.s035.t000,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,we can die too we can die like real people
d226.s035,we can die too we can die like real people,6,semcor.d226.s035.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,we can die too we can die like real people
d228.s009,his heroine chooses to die the price of recovery years under the strict regimen of a sanatorium being higher than she wishes to pay,4,semcor.d228.s009.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,his heroine chooses to die the price of recovery years under the strict regimen
d228.s025,a clerfayt may moon on about the face of death in the cockpit a portago could say as he did say to me if i die tomorrow still i have had twenty-eight wonderful years but i sha n&apos;t die tomorrow i &apos;ll live to be 105 &apos;&apos;,24,semcor.d228.s025.t003,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,portago could say as he did say to me if i die tomorrow still i have had twenty-eight wonderful years
d228.s025,a clerfayt may moon on about the face of death in the cockpit a portago could say as he did say to me if i die tomorrow still i have had twenty-eight wonderful years but i sha n&apos;t die tomorrow i &apos;ll live to be 105 &apos;&apos;,37,semcor.d228.s025.t005,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,still i have had twenty-eight wonderful years but i sha n&apos;t die tomorrow i &apos;ll live to be 105 &apos;&apos;
d234.s006,we always thought we would die with our boots on,5,semcor.d234.s006.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,we always thought we would die with our boots on
d254.s081,or more commonly thinks keys the deposits themselves get so big that they choke off the artery &apos;s flow to the point that an infarct occurs the heart muscle is suffocated cells supplied by the artery die and the heart is permanently perhaps fatally injured,35,semcor.d254.s081.t006,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,occurs the heart muscle is suffocated cells supplied by the artery die and the heart is permanently perhaps fatally injured
d276.s090,they curl up and die at the sight of something strange and alien like a spaceship &apos;&apos;,3,semcor.d276.s090.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,they curl up and die at the sight of something strange and alien
d281.s046,i would far rather die after a russian occupation of this country by some deliberate act of refusal than die uselessly by atomisation &apos;&apos;,4,semcor.d281.s046.t000,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,i would far rather die after a russian occupation of this country by some
d281.s046,i would far rather die after a russian occupation of this country by some deliberate act of refusal than die uselessly by atomisation &apos;&apos;,19,semcor.d281.s046.t001,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,of this country by some deliberate act of refusal than die uselessly by atomisation &apos;&apos;
d307.s081,of course in this small way of forcing the people to watch as tiny and innocent and dependent creatures die because we &apos;re afraid to feed them and afraid to protest and say how come,19,semcor.d307.s081.t002,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,people to watch as tiny and innocent and dependent creatures die because we &apos;re afraid to feed them and afraid
d309.s101,i will die rich &apos;&apos;,2,semcor.d309.s101.t000,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,i will die rich &apos;&apos;
d317.s084,they begged grandma to let them put a bed in the kitchen for her but grandma said she was getting too old to sleep in strange beds and be seen with her teeth out and that she hoped to die in privacy like a christian and if the lord willed it to be of pneumonia than it would have to be that way,39,semcor.d317.s084.t008,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,seen with her teeth out and that she hoped to die in privacy like a christian and if the lord
d330.s050,methods have been developed of assigning weights &apos;&apos; to statements that is it is known empirically that names beginning with r are more common than those beginning with z that fewer women are named miranda than elizabeth that in the united states more people die of heart disease than of smallpox,44,semcor.d330.s050.t007,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,miranda than elizabeth that in the united states more people die of heart disease than of smallpox
d347.s017,i believe therefore that we are without exception sinners by nature alienated from god and that jesus christ the son of god came to earth the representative head of a new race to die upon the cross and pay the penalty of the sin of the world and that he who thus receives christ as his personal saviour is born again &apos;&apos; spiritually with new privileges appetites and affections destined to live and grow in his likeness forever,33,semcor.d347.s017.t004,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,to earth the representative head of a new race to die upon the cross and pay the penalty of the
d347.s068,is putting a rocket in orbit half so significant as the good news that god put his son jesus christ on earth to live and die to save our hell-bound souls,25,semcor.d347.s068.t004,die,VERB,die%2:30:00::,die#v#2,100,die#v#2#100,put his son jesus christ on earth to live and die to save our hell-bound souls
d006.s089,a pennsylvania soldier wrote that they were the hardest looking set of men that ever i saw they looked as if they had been fed on vinegar and shavings &apos;&apos;,10,semcor.d006.s089.t006,set,NOUN,set%1:14:01::,set#n#1,200,set#n#1#200,a pennsylvania soldier wrote that they were the hardest looking set of men that ever i saw they looked as
d006.s091,in a similar vein but writing from the opposite side thomas taylor a private in the 6 th alabama volunteers in a letter to his wife stated you know that my heart is with you but i never could have been satisfied to have staid at home when my country is invaded by a thievin foe by a set of cowardly skunks whose motto is booty,55,semcor.d006.s091.t024,set,NOUN,set%1:14:01::,set#n#1,200,set#n#1#200,at home when my country is invaded by a thievin foe by a set of cowardly skunks whose motto is
d015.s076,a set of tables containing spectral intensities for 39000 lines of 70 elements as observed in a copper matrix in a d-c arc was completed and published,1,semcor.d015.s076.t000,set,NOUN,set%1:14:00::,set#n#1,200,set#n#1#200,a set of tables containing spectral intensities for 39000 lines of
d020.s076,a. e. sharp in vowel-length and syllabicity in kikuyu examines one set of related orthographic questions and its phonologic background in detail,9,semcor.d020.s076.t003,set,NOUN,set%1:14:00::,set#n#1,200,set#n#1#200,a. e. sharp in vowel-length and syllabicity in kikuyu examines one set of related orthographic questions and its phonologic
d022.s038,he went down to mills and bradley &apos;s hardware store and bought a full set of carpenter &apos;s tools including a rotary power saw and several other pieces of power machinery that mr. mills said were essential for babbiting and doweling whatever they were,11,semcor.d022.s038.t006,set,NOUN,set%1:14:00::,set#n#1,200,set#n#1#200,went down to mills and bradley &apos;s hardware store and bought a full set of carpenter &apos;s tools including a
d055.s087,for example the inflected forms of a word can be represented insofar as regular inflection allows by a stem and a set of endings to be attached,20,semcor.d055.s087.t009,set,NOUN,set%1:14:00::,set#n#1,200,set#n#1#200,represented insofar as regular inflection allows by a stem and a set of endings to be attached
d055.s088,indeed the set of endings can be replaced by the name of a set of endings,2,semcor.d055.s088.t001,set,NOUN,set%1:14:00::,set#n#1,200,set#n#1#200,indeed the set of endings can be replaced by the name of
d055.s088,indeed the set of endings can be replaced by the name of a set of endings,13,semcor.d055.s088.t005,set,NOUN,set%1:14:00::,set#n#1,200,set#n#1#200,of endings can be replaced by the name of a set of endings
d063.s079,what does the camping couple do to this set of figures,8,semcor.d063.s079.t003,set,NOUN,set%1:14:02::,set#n#1,200,set#n#1#200,what does the camping couple do to this set of figures
