sent_id,sent,word_num,un_id,lemma,pos_tag,sense_key,sense_number,hom_type
d007.s098,we send shovels cement nails and corrugated iron for roofs,1,semcor.d007.s098.t000,send,VERB,send%2:38:01::,send#v#2,100
d016.s051,this included mamma jolly generous and pretty with whom they all fell in love just as papa had first fallen in love with her mamma before he chose her and when a young man like morris jastrow had enjoyed the szold hospitality he felt obliged to send his respects and his gifts not merely to henrietta in whom he was really interested but to all the szold girls and mamma,40,semcor.d016.s051.t019,send,VERB,send%2:32:00::,send#v#2,100
d021.s049,i must confess that i prefer the liberal who is personally affected who is willing to send his own children to a mixed school as proof of his faith,16,semcor.d021.s049.t008,send,VERB,send%2:38:01::,send#v#2,100
d022.s053,the old nightmare which had caused him so many wakeful hours came charging in on him once more only this time he could n&apos;t pacify it with a sleeping pill and send it away,29,semcor.d022.s053.t015,send,VERB,send%2:38:01::,send#v#2,100
d030.s069,upon which the detective bureau despatched rifle squads to prevent trouble if o &apos; banion should send his gunmen out to deal with the hijacking policemen,14,semcor.d030.s069.t008,send,VERB,send%2:38:01::,send#v#2,100
d032.s059,i suppose &apos;&apos; he muttered i can sell the outfit for enough to send you home to your folks once we find a settlement &apos;&apos;,13,semcor.d032.s059.t005,send,VERB,send%2:38:01::,send#v#2,100
d038.s033,why on earth did i send him off to work,5,semcor.d038.s033.t000,send,VERB,send%2:38:01::,send#v#2,100
d049.s036,activity by british traders and the presence of a colony on the red prompted the united state war department in 1819 to send lieutenant-colonel henry leavenworth from detroit to put a post 300 miles northwest of prairie du chien until then the most advanced united states post,20,semcor.d049.s036.t009,send,VERB,send%2:38:01::,send#v#2,100
d065.s095,if that picture gets around and i find out you had anything to do with it i &apos;m going to send a couple of my boys around to see you &apos;&apos;,18,semcor.d065.s095.t004,send,VERB,send%2:38:01::,send#v#2,100
d065.s097,just be sure to send your two best boys tony &apos;&apos;,4,semcor.d065.s097.t003,send,VERB,send%2:38:01::,send#v#2,100
d069.s084,we have learned from earthquakes much of what we now know about the earth &apos;s interior for they send waves through the earth which emerge with information about the materials through which they have traveled,18,semcor.d069.s084.t007,send,VERB,send%2:38:01::,send#v#2,100
d083.s020,by 1871 l. c. orvis manager of the western union telegraph company &apos;&apos; expressed willingness to send emergency telegrams on sundays from his village drugstore,11,semcor.d083.s020.t005,send,VERB,send%2:35:00::,send#v#2,100
d083.s034,still existing on a northern union &apos;&apos; telegraph form is a typical peremptory message from peru grocer j. j. hapgood to burton and graves &apos; store in manchester get and send by stage sure four pounds best porterhouse or sirloin steak for mrs. hapgood send six sweet oranges &apos;&apos;,26,semcor.d083.s034.t015,send,VERB,send%2:38:00::,send#v#2,100
d083.s034,still existing on a northern union &apos;&apos; telegraph form is a typical peremptory message from peru grocer j. j. hapgood to burton and graves &apos; store in manchester get and send by stage sure four pounds best porterhouse or sirloin steak for mrs. hapgood send six sweet oranges &apos;&apos;,39,semcor.d083.s034.t024,send,VERB,send%2:38:00::,send#v#2,100
d085.s064,i will send you the best the quarter has to offer &apos;&apos;,2,semcor.d085.s064.t000,send,VERB,send%2:35:00::,send#v#2,100
d090.s031,in fact it has caused us to give serious thought to moving our residence south because it is not easy for the most objective southerner to sit calmly by when his host is telling a roomful of people that the only way to deal with southerners who oppose integration is to send in troops and shoot the bastards down,50,semcor.d090.s031.t026,send,VERB,send%2:38:01::,send#v#2,100
d098.s009,another woman addressing christmas cards said to her husband we sent them one last year but they did n&apos;t send us one so they probably won&apos;t send us one this year because they &apos;ll think we won&apos;t send them one because they did n&apos;t last year do n&apos;t you think or shall we &apos;&apos;,9,semcor.d098.s009.t006,send,VERB,send%2:32:00::,send#v#2,100
d098.s009,another woman addressing christmas cards said to her husband we sent them one last year but they did n&apos;t send us one so they probably won&apos;t send us one this year because they &apos;ll think we won&apos;t send them one because they did n&apos;t last year do n&apos;t you think or shall we &apos;&apos;,18,semcor.d098.s009.t009,send,VERB,send%2:32:00::,send#v#2,100
d098.s009,another woman addressing christmas cards said to her husband we sent them one last year but they did n&apos;t send us one so they probably won&apos;t send us one this year because they &apos;ll think we won&apos;t send them one because they did n&apos;t last year do n&apos;t you think or shall we &apos;&apos;,25,semcor.d098.s009.t011,send,VERB,send%2:32:00::,send#v#2,100
d098.s009,another woman addressing christmas cards said to her husband we sent them one last year but they did n&apos;t send us one so they probably won&apos;t send us one this year because they &apos;ll think we won&apos;t send them one because they did n&apos;t last year do n&apos;t you think or shall we &apos;&apos;,36,semcor.d098.s009.t014,send,VERB,send%2:32:00::,send#v#2,100
d116.s034,do i send him up &apos;&apos;,2,semcor.d116.s034.t000,send,VERB,send%2:38:01::,send#v#2,100
d154.s012,his first move was to send hino to the village to spend a few days,5,semcor.d154.s012.t003,send,VERB,send%2:38:01::,send#v#2,100
d161.s039,should i bring along a corsage or send one to her,7,semcor.d161.s039.t003,send,VERB,send%2:38:00::,send#v#2,100
d179.s070,i wrote her that i &apos;d met up with eileen and that old bonds had proved too strong and asked her to send my clothes down by express,20,semcor.d179.s070.t009,send,VERB,send%2:38:00::,send#v#2,100
d188.s066,lumumba and kasavubu blamed it all on the military intervention by the belgians and appealed to the united nations to send troops to oust them,20,semcor.d188.s066.t001,send,VERB,send%2:38:00::,send#v#2,100
d192.s137,i could send the money right back &apos;&apos;,2,semcor.d192.s137.t000,send,VERB,send%2:32:02::,send#v#2,100
d201.s055,the design is determined emotionally i must reach into myself for the spring that will send me catapulting recklessly into the chaos of event with which the dance confronts me &apos;&apos;,15,semcor.d201.s055.t002,send,VERB,send%2:38:01::,send#v#2,100
d216.s125,a swell party send an invite to ever &apos; body but them those folks you met at the galt house the ones i &apos;ve got to know in this new jockey club affair the whole dang neighborhood,3,semcor.d216.s125.t000,send,VERB,send%2:32:00::,send#v#2,100
d220.s047,persons who find it convenient may send their contributions to the journal-bulletin &apos;s cranston office at 823 park avenue,6,semcor.d220.s047.t001,send,VERB,send%2:38:01::,send#v#2,100
d224.s091,and there would be no chance of signaling them without the nernst generator jack could not send a call powerful enough to get through all the static and by the time he could rebuild his fusion power the skiff would be gone,16,semcor.d224.s091.t002,send,VERB,send%2:32:03::,send#v#2,100
d230.s131,you &apos;ll send the rolls-royce of course &apos;&apos;,2,semcor.d230.s131.t000,send,VERB,send%2:38:01::,send#v#2,100
d231.s024,los angeles has said they would send the children to their homes in case of disaster &apos;&apos; he said,6,semcor.d231.s024.t001,send,VERB,send%2:38:00::,send#v#2,100
d243.s101,just say that a couple of drunks are having a hell of a fight down the street and they better send a patrol car,20,semcor.d243.s101.t002,send,VERB,send%2:33:00::,send#v#2,100
d276.s108,yet he knew the others were sleeping more soundly now that they had renewed their contact with the matter that had birthed them to send them riding high vacuum,24,semcor.d276.s108.t003,send,VERB,send%2:38:01::,send#v#2,100
d287.s154,for everyone involved knew that the whole valley was a powder keg and mitchell barton the fuse which could send it into explosive violence,19,semcor.d287.s154.t002,send,VERB,send%2:38:01::,send#v#2,100
d299.s138,your mother would always retrieve him when he wandered off and she would send him home to his son,13,semcor.d299.s138.t002,send,VERB,send%2:38:01::,send#v#2,100
d313.s022,the jury asked judge cash to send in his written definition of the difference between first and second-degree murder and manslaughter,6,semcor.d313.s022.t001,send,VERB,send%2:38:01::,send#v#2,100
d324.s034,in addition he said he has answered more than 400 messages of congratulations which led him to the comment that he himself had decided he would n&apos;t send another congratulatory message for the rest of his life,27,semcor.d324.s034.t004,send,VERB,send%2:32:00::,send#v#2,100
d336.s092,he &apos;d be an idiot to let them stay he thought but he could n&apos;t send them on either,15,semcor.d336.s092.t004,send,VERB,send%2:38:01::,send#v#2,100
d336.s133,when he saw the expression in her eyes he knew he could n&apos;t send them on,13,semcor.d336.s133.t002,send,VERB,send%2:38:01::,send#v#2,100
d339.s101,parents are asked in the bulletin to send packages of treats consisting of fruit and nuts but no candy,7,semcor.d339.s101.t001,send,VERB,send%2:38:01::,send#v#2,100
d342.s037,i would like very much on behalf of my husband and myself to send our eternal thanks to all the wonderful people responsible for the gabrielle fund,13,semcor.d342.s037.t001,send,VERB,send%2:32:02::,send#v#2,100
d007.s118,the prince visited the hospital of operation brotherhood supported by the junior chamber of commerce of the philippines and fed rice to two pet elephants he kept at his residence at pak song,20,semcor.d007.s118.t011,pet,NOUN,pet%1:05:00::,pet#n#1,100
d135.s047,done in the modern style of a confession &apos;&apos; fink tells in exquisite detail how he came to know and more important love his mother &apos;s pet salamander alicia,26,semcor.d135.s047.t013,pet,NOUN,pet%1:05:00::,pet#n#1,100
d007.s122,the preparations were elaborate flowers candles incense sticks rice wine dozens of delicacies and pieces of white cotton string,6,semcor.d007.s122.t005,incense,NOUN,incense%1:27:00::,incense#n#1,100
d008.s005,plus flawless skin smooth brow and cheeks lips that looked as if you could get a shock from them,16,semcor.d008.s005.t008,shock,NOUN,shock%1:04:00::,shock#n#1,100
d034.s071,she went downstairs and received another curious shock for when glendora flapped into the dining room in her homemade moccasins sarah asked her when she had brought coffee to her room and glendora said she had n&apos;t,7,semcor.d034.s071.t004,shock,NOUN,shock%1:11:01::,shock#n#1,100
d054.s060,as the first collective confrontation of the nazi outrage the trial of eichmann represents a recovery of the jews from the shock of the death camps a recovery that took fifteen years and which is still by no means complete though let no one believe that it could be hastened by silence,21,semcor.d054.s060.t009,shock,NOUN,shock%1:12:01::,shock#n#1,100
d069.s065,at 17 07 that afternoon greenwich time the shock was recorded by the seismograph alarm in honolulu,7,semcor.d069.s065.t002,shock,NOUN,shock%1:11:00::,shock#n#1,100
d097.s026,the big shock everybody had when they found ol slater and those others done for,2,semcor.d097.s026.t001,shock,NOUN,shock%1:12:01::,shock#n#1,100
d140.s085,the week after manassas the sound of horses in the yard brought kate up in shock from an afternoon &apos;s rest when she saw the federal soldiers from her upstairs window,15,semcor.d140.s085.t007,shock,NOUN,shock%1:12:01::,shock#n#1,100
d168.s043,on july 4 1959 the patient developed marked abdominal pain and distension went into shock and died,14,semcor.d168.s043.t008,shock,NOUN,shock%1:26:00::,shock#n#1,100
d008.s007,i said do we know each other miss &apos;&apos;,7,semcor.d008.s007.t002,miss,NOUN,miss%1:18:00::,miss#n#1,200
d008.s043,man you rang it was in color too miss and &amp; &amp; &amp; miss,8,semcor.d008.s043.t003,miss,NOUN,miss%1:18:00::,miss#n#1,200
d008.s043,man you rang it was in color too miss and &amp; &amp; &amp; miss,13,semcor.d008.s043.t004,miss,NOUN,miss%1:18:00::,miss#n#1,200
d008.s009,this time she stopped the rush of words herself,5,semcor.d008.s009.t002,rush,NOUN,rush%1:11:00::,rush#n#1,100
d034.s131,a rush of panic caught sarah,1,semcor.d034.s131.t000,rush,NOUN,rush%1:11:00::,rush#n#1,100
d067.s077,virtually everyone agrees however that the trend toward female sexual aggressiveness was tremendously accelerated with the postwar rush to the suburbs,17,semcor.d067.s077.t009,rush,NOUN,rush%1:04:00::,rush#n#1,100
d008.s021,she stood up pulled the coat from her shoulders and started to slide it off then let out a high-pitched scream and i let out a low-pitched wobbling sound like a muffler blowing out,25,semcor.d008.s021.t014,sound,NOUN,sound%1:10:01::,sound#n#1,100
d012.s049,the commands are specified by the military regulations are few in number briefly worded all different in sound and are combinable into sequences which permit any marching maneuver that could be desired on a parade ground,17,semcor.d012.s049.t010,sound,NOUN,sound%1:07:00::,sound#n#1,100
d015.s031,the efforts and accomplishments fall into three main categories absolute thermometry based upon the velocity of sound in helium gas secondary thermometry involving principally studies of the behavior of germanium resistors and helium 4 vapor-pressure measurements see p. 144,15,semcor.d015.s031.t010,sound,NOUN,sound%1:19:00::,sound#n#1,100
d026.s049,also it should be noted that the polytonal freedom of his melodies and harmonic modulations the brilliant orchestrations the adroitness for evading the heaviness of figured bass the skill in florid counterpoint were not lost in his mature output even in the spectacular historical dramas of the stage and cinema where a large dramatic canvas of sound was required,55,semcor.d026.s049.t028,sound,NOUN,sound%1:09:00::,sound#n#1,100
d029.s045,when words can be used in a more fresh and primitive way so that they strike with the force of sights and sounds when tones of sound and colors of paint and the carven shape all strike the sensibilities with an undeniable force of data in and of themselves compelling the observer into an attitude of attention all this imitates the way experience itself in its deepest character strikes upon the door of consciousness and clamors for entrance,22,semcor.d029.s045.t009,sound,NOUN,sound%1:09:00::,sound#n#1,100
d029.s045,when words can be used in a more fresh and primitive way so that they strike with the force of sights and sounds when tones of sound and colors of paint and the carven shape all strike the sensibilities with an undeniable force of data in and of themselves compelling the observer into an attitude of attention all this imitates the way experience itself in its deepest character strikes upon the door of consciousness and clamors for entrance,26,semcor.d029.s045.t011,sound,NOUN,sound%1:09:00::,sound#n#1,100
d032.s085,it was filled with dust and wind and sound and violence,8,semcor.d032.s085.t003,sound,NOUN,sound%1:07:00::,sound#n#1,100
d032.s096,beaten with fear and sound and wet and chill they crawled to the hurricane deck and looked out haggardly at a world of water that reached clear to the surrounding hills,4,semcor.d032.s096.t001,sound,NOUN,sound%1:07:00::,sound#n#1,100
d044.s052,another example is the recent cancellation of the f-108 a long range interceptor with a speed three times as great as the speed of sound which was designed for use against manned bombers in the period of the mid 1960 &apos;s,23,semcor.d044.s052.t011,sound,NOUN,sound%1:19:00::,sound#n#1,100
d045.s014,and the bed that sagged in a certain place where all the weight had been put too many times before and the walls fine and thin for overhearing talk in the next room when gratt went out for ice the sound coming through the walls like something on the other side of the curtain so you knew they heard you when they were quiet and while you lay wondering what they had heard you listened,39,semcor.d045.s014.t020,sound,NOUN,sound%1:09:00::,sound#n#1,100
d045.s022,and every sound that might be the rain also might be the man who thinks after he has raped you he has to beat your brains out with a tire tool so you won n&apos;t tell a combination like ham and eggs rape her and kill her and that is being an old maid too,2,semcor.d045.s022.t000,sound,NOUN,sound%1:09:00::,sound#n#1,100
d051.s051,every slight sound that rose against that pressure fell away again crushed beneath it,2,semcor.d051.s051.t000,sound,NOUN,sound%1:11:00::,sound#n#1,100
d051.s054,if a child watched its progress he whispered hay hay load of hay make a wish and turn away &apos;&apos; and then stared rigidly in the opposite direction until the sound of the horses &apos; feet returned no more,29,semcor.d051.s054.t016,sound,NOUN,sound%1:09:00::,sound#n#1,100
d061.s003,bursting from the lips of a charging cavalry trooper was the last sound heard on this earth by untold numbers of cheyennes sioux and apaches mexican banditos under pancho villa japanese in the south pacific and chinese and north korean communists in korea,12,semcor.d061.s003.t007,sound,NOUN,sound%1:07:00::,sound#n#1,100
d068.s071,just as i got to my knees there was again the sound of the fence stretching and i had time only to start taking my kneeling posture seriously,11,semcor.d068.s071.t004,sound,NOUN,sound%1:07:00::,sound#n#1,100
d068.s118,this time there was no sound of brakes but the shrieking of women,5,semcor.d068.s118.t002,sound,NOUN,sound%1:07:00::,sound#n#1,100
d076.s108,the single shot would come hoag would carry its sound to his grave,9,semcor.d076.s108.t005,sound,NOUN,sound%1:07:00::,sound#n#1,100
d077.s045,for a blood chilling ring of terror to the very sound of his name was the tool he needed for the job he &apos;d promised to do,10,semcor.d077.s045.t004,sound,NOUN,sound%1:07:00::,sound#n#1,100
d078.s008,johnny mercer practically grew up with the sound of jazz and the blues in his ears,5,semcor.d078.s008.t003,sound,NOUN,sound%1:07:00::,sound#n#1,100
d081.s044,the travel time of sound in tissue is about 1500 meters per second thus it takes about 16 msec. to traverse 25 mm. of tissue,4,semcor.d081.s044.t001,sound,NOUN,sound%1:19:00::,sound#n#1,100
d081.s084,as mentioned before bone reflects the sound energy and in fig. 7 the portion of the spine shows as the black area in the center,6,semcor.d081.s084.t004,sound,NOUN,sound%1:19:00::,sound#n#1,100
d089.s033,his scrawny tottering sound adds a delightful hilarity to the performance,3,semcor.d089.s033.t002,sound,NOUN,sound%1:07:00::,sound#n#1,100
d089.s037,aeschbacher &apos;s work is very much akin to schnabel &apos;s but the sound on his decca disc is dated and you will have a hard time locating a copy of it,11,semcor.d089.s037.t006,sound,NOUN,sound%1:10:00::,sound#n#1,100
d089.s042,telefunken has accorded him beautiful sound and this bargain-priced disc it sells for 2.98 is worthy of consideration,5,semcor.d089.s042.t003,sound,NOUN,sound%1:07:00::,sound#n#1,100
d089.s053,the first hearing was fascinating and the second disillusioning as the gap between sound and substance became clearer,13,semcor.d089.s053.t007,sound,NOUN,sound%1:10:00::,sound#n#1,100
d089.s063,the sound may be good but if you know the real thing you know that what you are hearing is only a clever imitation,1,semcor.d089.s063.t000,sound,NOUN,sound%1:07:00::,sound#n#1,100
d099.s042,for an instant john longed for the sound of the bells of noyon-la-sainte the touch of his mother &apos;s hand the lilt of charles &apos;s voice in the square raftered rooms his father &apos;s bass tones rumbling to the canons and the sight of the beloved bishop,7,semcor.d099.s042.t002,sound,NOUN,sound%1:09:00::,sound#n#1,100
d121.s101,they could hear the pony &apos;s feet on the dry leaves for a while then the sound faded out,14,semcor.d121.s101.t007,sound,NOUN,sound%1:07:00::,sound#n#1,100
d121.s135,he watched the girl until she had gone into the trees and waited until he could n&apos;t hear the sound of her horse any longer then went up to where the children were sleeping,18,semcor.d121.s135.t006,sound,NOUN,sound%1:09:00::,sound#n#1,100
d127.s082,the phonograph today for all its high fidelity and stereophonic sound is precisely what the early art purveyors in the movies wished to make of the camera,9,semcor.d127.s082.t005,sound,NOUN,sound%1:10:00::,sound#n#1,100
d130.s037,the sound of his footsteps was like a muffled drum,1,semcor.d130.s037.t000,sound,NOUN,sound%1:07:00::,sound#n#1,100
d130.s159,the beehive voices for no one could bear silence drowned out the sound of mrs. lincoln &apos;s weeping,11,semcor.d130.s159.t005,sound,NOUN,sound%1:09:00::,sound#n#1,100
d134.s040,one moment the road was filled with disciplined troops marching four by four with a purpose as implacable as death the next a cloud of gun smoke covered a screaming fury of sound out of which the redcoat soldiers emerged with their bayonets and their cursing fury,31,semcor.d134.s040.t017,sound,NOUN,sound%1:09:00::,sound#n#1,100
d134.s042,i had squeezed the trigger of my own gun and to my amazement it had fired and kicked back into my shoulder with the force of an angry mule and then i was adding my own voice to the crescendo of sound hurling more vile language than i ever thought i knew sobbing and shouting and aware that if i had passed water before it was not enough for my pants were soaking wet,40,semcor.d134.s042.t016,sound,NOUN,sound%1:09:00::,sound#n#1,100
d140.s085,the week after manassas the sound of horses in the yard brought kate up in shock from an afternoon &apos;s rest when she saw the federal soldiers from her upstairs window,5,semcor.d140.s085.t002,sound,NOUN,sound%1:09:00::,sound#n#1,100
d143.s067,it now means ominous as when one speaks of a funny sound in the motor disturbing as when one says that a friend is acting funny and frightening as when a wife tells the police that it is funny but her husband has n&apos;t been home for two days and nights &apos;&apos;,11,semcor.d143.s067.t005,sound,NOUN,sound%1:07:00::,sound#n#1,100
d143.s080,the sound mockery of sheep is like the salubrious horse laugh &apos;&apos;,1,semcor.d143.s080.t000,sound,NOUN,sound%1:07:00::,sound#n#1,100
d153.s071,the doctor &apos;s wits had not left him however for all his sixty-eight years and the wails were almost immediately lost in the sound of water rushing out from the showerhead,23,semcor.d153.s071.t010,sound,NOUN,sound%1:07:00::,sound#n#1,100
d166.s065,these are then mixed by their sound engineers with the active co-operation of the musical staff and combined into the final two channels which are impressed on the record,6,semcor.d166.s065.t002,sound,NOUN,sound%1:10:00::,sound#n#1,100
d171.s081,from the east to the west coast of the korean peninsula was a strip of land in which fear filled men were at that same moment furtively crawling through the night sitting in sweaty anticipation of any movement or sound or shouting amidst confused rifle flashes and muzzle blasts,38,semcor.d171.s081.t018,sound,NOUN,sound%1:11:00::,sound#n#1,100
d008.s024,there had been a good second or two during which my muffler had been blowing out and now i was certain i &apos;d seen her somewhere before,5,semcor.d008.s024.t002,second,NOUN,second%1:28:00::,second#n#1,200
d025.s065,not once in the time that he had known her had he ever considered the possibility not once not for one one-thousandth of a second of her infidelity,24,semcor.d025.s065.t012,second,NOUN,second%1:28:00::,second#n#1,200
d041.s162,his burst held for a second on the engine section of the plane,5,semcor.d041.s162.t002,second,NOUN,second%1:28:01::,second#n#1,200
d065.s052,for another second or two he gave in to the annoyance that was directed at himself then his mind moved on to be confronted by something far more serious and as the thought expanded the implications jarred him,2,semcor.d065.s052.t000,second,NOUN,second%1:28:01::,second#n#1,200
d068.s107,suddenly and not a second too soon i thought of the coins in my pocket,4,semcor.d068.s107.t002,second,NOUN,second%1:28:01::,second#n#1,200
d081.s021,the video signal is amplified and then switched in synchronism with the three ultraviolet light sources which are sequenced by the rotating mirror so that during one-twentieth of a second only one wavelength corresponding to red green or blue is seen,28,semcor.d081.s021.t012,second,NOUN,second%1:28:00::,second#n#1,200
d081.s044,the travel time of sound in tissue is about 1500 meters per second thus it takes about 16 msec. to traverse 25 mm. of tissue,12,semcor.d081.s044.t006,second,NOUN,second%1:28:00::,second#n#1,200
d081.s061,as shown in fig. 4 an external antenna is placed over or around the patient and excited 3000 times a second with short 400 kc. bursts,20,semcor.d081.s061.t009,second,NOUN,second%1:28:00::,second#n#1,200
d103.s080,watson ran up the ladder and stood for a second sucking in the cool air that smelled of mud and river weeds,9,semcor.d103.s080.t004,second,NOUN,second%1:28:00::,second#n#1,200
d108.s190,big hans began pouring whisky in the kid &apos;s mouth but his mouth filled without any getting down his throat and in a second it was dripping from his chin,22,semcor.d108.s190.t010,second,NOUN,second%1:28:00::,second#n#1,200
d119.s007,the policeman &apos;s eyes rather popped for a second but then arlene got another tone in a hurry and she said if it was n&apos;t for these dear children &apos;&apos;,8,semcor.d119.s007.t004,second,NOUN,second%1:28:00::,second#n#1,200
d126.s019,john powell batting for adair fanned after fouling off two 2 and 2 pitches and buddy barker up for stepanovich bounced out sharply to jerry lumpe at second to end the 2 hour and 27 minute contest,23,semcor.d126.s019.t012,second,NOUN,second%1:04:00::,second#n#1,200
d126.s023,jim gentile bounced a hard shot off kunkel &apos;s glove and beat it out for a single and when lumpe grabbed the ball and threw it over first baseman throneberry &apos;s head brandt took third and gentile second on the error,35,semcor.d126.s023.t018,second,NOUN,second%1:04:00::,second#n#1,200
d127.s031,each frame comes between the light and the lens and is individually projected on the screen at the rate for silent movies of 16 frames per second and for sound films 24 frames per second,25,semcor.d127.s031.t011,second,NOUN,second%1:28:00::,second#n#1,200
d127.s031,each frame comes between the light and the lens and is individually projected on the screen at the rate for silent movies of 16 frames per second and for sound films 24 frames per second,33,semcor.d127.s031.t015,second,NOUN,second%1:28:00::,second#n#1,200
d134.s039,one moment there was a man in the saddle the next a headless horror on a horse that bolted through the redcoat ranks and during the next second or two we all of us fired into the suddenly disorganized column of soldiers,27,semcor.d134.s039.t012,second,NOUN,second%1:28:00::,second#n#1,200
d142.s008,she lost not a second picking herself up and continuing her pilgrimage to laura,4,semcor.d142.s008.t002,second,NOUN,second%1:28:00::,second#n#1,200
d008.s053,i do n&apos;t mean to pry but do they hide the swimsuit with the bubbles,5,semcor.d008.s053.t001,pry,VERB,pry%2:32:00::,pry#v#2,200
d079.s035,he would tell her not to pry into grownups &apos; affairs as though she were a little kid like elena,6,semcor.d079.s035.t002,pry,VERB,pry%2:32:00::,pry#v#2,200
d088.s029,the area adjacent to one edge of a piece of affixed material or simply of a painted in form will be shaded to pry that edge away from the surface while something will be drawn painted or even pasted over another part of the same shape to drive it back into depth,23,semcor.d088.s029.t009,pry,VERB,pry%2:35:00::,pry#v#2,200
d141.s084,then he looked at his finger at the wrinkled heavy knuckle and the thick nail he used like a knife to pry up slit and open,21,semcor.d141.s084.t008,pry,VERB,pry%2:35:00::,pry#v#2,200
d304.s049,as the morning wore on and a blazing west texas sun wiped the shadows off the franklin mountains police got close enough to the plane to pry into the baggage compartment,25,semcor.d304.s049.t002,pry,VERB,pry%2:35:00::,pry#v#2,200
d008.s053,i do n&apos;t mean to pry but do they hide the swimsuit with the bubbles,9,semcor.d008.s053.t002,hide,VERB,hide%2:39:00::,hide#v#2,100
d017.s035,anybody carrying anything that might hide a rifle,5,semcor.d017.s035.t001,hide,VERB,hide%2:39:00::,hide#v#2,100
d019.s036,at home he had been a clean orderly man and now he had to hide his annoyance,14,semcor.d019.s036.t006,hide,VERB,hide%2:39:00::,hide#v#2,100
d146.s094,he heard the words rock of ages cleft for me let me hide myself in thee,12,semcor.d146.s094.t004,hide,VERB,hide%2:39:00::,hide#v#2,100
d153.s034,alex explained that they had been out for a stroll before breakfast while the doctor edged around behind him attempting to hide the protuberance at his left side behind alex &apos;s arm and back,21,semcor.d153.s034.t008,hide,VERB,hide%2:39:00::,hide#v#2,100
d183.s073,the heavy branches in his front yard would hide and then reveal them,7,semcor.d183.s073.t003,hide,VERB,hide%2:39:00::,hide#v#2,100
d201.s004,for mr. taylor &apos;s images and reflections he made some diaphanous tents that alternately hide and reveal the performer and a girl &apos;s cape lined with grass,14,semcor.d201.s004.t001,hide,VERB,hide%2:39:00::,hide#v#2,100
d226.s142,though they saw the old-style chemical rockets lift up from the field beyond b &apos; dikkat &apos;s cabin they did not make plans to hide among the frozen crop of transmuted flesh,23,semcor.d226.s142.t002,hide,VERB,hide%2:39:01::,hide#v#2,100
d255.s081,does the surface hide a quite different picture,3,semcor.d255.s081.t000,hide,VERB,hide%2:39:00::,hide#v#2,100
d262.s070,faulkner traces in his vast and overpowering saga of yoknapatawpha county the gradual changes which seep into the south building layer upon layer of minute subtle innovation which eventually tend largely to hide the old way,32,semcor.d262.s070.t003,hide,VERB,hide%2:39:00::,hide#v#2,100
d276.s128,he had to hide it,3,semcor.d276.s128.t000,hide,VERB,hide%2:39:00::,hide#v#2,100
d276.s134,ekstrohm had to hide his secret,3,semcor.d276.s134.t000,hide,VERB,hide%2:39:00::,hide#v#2,100
d285.s103,the silence oppressed him made him bend low over the horse &apos;s neck as if to hide from a wind that had begun to blow far away and was twisting slowly through the darkness in its slow search,16,semcor.d285.s103.t003,hide,VERB,hide%2:39:00::,hide#v#2,100
d291.s094,we had assumed that at least this local legislative body had nothing to hide and therefore had no objections to making the deliberations of its committees and the city commissions available to the public,13,semcor.d291.s094.t002,hide,VERB,hide%2:39:00::,hide#v#2,100
d008.s056,i never wear anything at all,2,semcor.d008.s056.t001,wear,VERB,wear%2:29:00::,wear#v#2,100
d014.s018,one boy said querulously about orthodox jews it &apos;s the twentieth century and they do n&apos;t have to wear beards &apos;&apos;,18,semcor.d014.s018.t007,wear,VERB,wear%2:29:02::,wear#v#2,100
d018.s104,she &apos;d say she did n&apos;t feel good on sunday could n&apos;t go to church there &apos;d be a little argument but she could be stubborn and when the old woman had gone quick pack the things she &apos;d need to take all but the dress she &apos;d wear monday and take the bag down to that place in the station where you could put things in a locker overnight for a dime,46,semcor.d018.s104.t017,wear,VERB,wear%2:29:00::,wear#v#2,100
d018.s113,prettier she &apos;d do her hair another way smarter and wear different kinds of clothes she &apos;d be katharine ross just what that sounded like,10,semcor.d018.s113.t005,wear,VERB,wear%2:29:00::,wear#v#2,100
d019.s061,ca n&apos;t you wear something else and look a little more as though you belonged &apos;&apos;,3,semcor.d019.s061.t000,wear,VERB,wear%2:29:00::,wear#v#2,100
d050.s054,why did these yokels still wear boots anyway when most had scarcely sat a horse in years,5,semcor.d050.s054.t002,wear,VERB,wear%2:29:00::,wear#v#2,100
d102.s011,since the protestant clergy for the most part wear gray or some variant from the wholly black suit my roman collar and black garb usually identify me in england as a roman catholic cleric,5,semcor.d102.s011.t003,wear,VERB,wear%2:29:00::,wear#v#2,100
d111.s017,he would wear this same costume in florida despite his wife cleota &apos;s reminders over the past five days that he must take some cool clothes with him,2,semcor.d111.s017.t000,wear,VERB,wear%2:29:00::,wear#v#2,100
d116.s008,we &apos;d know him by his stretch pants and the flowers he &apos;d wear twined in his hair,12,semcor.d116.s008.t003,wear,VERB,wear%2:29:00::,wear#v#2,100
d141.s158,will you wear pink when you &apos;re sixty &apos;&apos;,2,semcor.d141.s158.t000,wear,VERB,wear%2:29:00::,wear#v#2,100
d197.s006,soon after loper leaked the news that frankie had ordered two of everything &apos;&apos; just in case he spills anything &apos;&apos; frankie got so mad at the chic designer that he vowed he would not wear a stitch of loper clothing,35,semcor.d197.s006.t005,wear,VERB,wear%2:29:00::,wear#v#2,100
